selected_variables.Longitude,selected_variables.Latitude
-118.887532,43.201188
-122.35857,47.570491
-118.081358,52.873679
-123.071249,44.64725
-116.566912,43.711896
-124.942771,49.647546
-121.106139,49.226944
-125.541358,48.940563
-121.267211,38.84353
-120.469033,46.58955
-123.164117,49.694177
-122.290259,47.642337
-125.54212,48.92398
-109.557861,49.782656
-123.53392,48.371687
-122.850433,46.945287
-123.417744,48.906022
-122.384304,43.669746
-123.373471,48.773815
-120.66753,47.595918
-124.639628,49.525281
-113.992139,50.915288
-111.554946,46.366398
-122.710904,46.644419
-123.247038,48.771381
-124.288721,49.326218
-117.206316,46.451257
-122.833485,49.28399
-123.136783,45.429543
-121.077303,38.939506
-123.099613,49.088005
-126.751233,50.589695
-122.014489,39.220397
-122.956925,45.499023
-125.233475,50.128686
-126.536705,50.524423
-122.684372,44.594678
-113.921974,49.053648
-117.179711,46.731419
-123.991295,49.730762
-121.702091,45.686331
-122.132621,38.185695
-118.868289,42.807855000000004
-122.600507,38.09465
-122.76719,42.237591
-121.70572,49.07867
-124.679825,48.273892
-120.138809,48.367253
-124.267017,43.221883
-131.542664,55.293125
-113.950081,50.841815
-116.202314,43.614973
-114.244136,47.006103
-135.830925,57.307969
-123.379933,49.401653
-121.419831,38.269667
-120.288556,37.257325
-121.896485,38.098714
-124.812484,49.256559
-122.148292,48.846638
-128.1436,52.171978
-123.444937,48.511961
-122.958179,47.020545
-124.038637,44.722869
-123.871298,49.096179
-118.013065,52.819275
-122.490234,48.673567
-114.117908,47.454907
-123.348617,48.402787
-123.081436,44.056964
-114.201894,51.099614
-122.754278,45.801604
-123.651748,46.174601
-125.220961,50.115068
-122.43792,47.407534
-123.59177,48.116104
-124.650319,48.576514
-126.808712,49.781945
-123.90151,45.00263
-122.305147,45.504956
-125.13505,48.835707
-137.692397,61.055125
-123.013753,48.544925
-120.838752,44.304548
-114.119261,50.975691
-135.620899,57.06183
-116.67802,43.702522
-122.857648,48.53834
-122.657042,47.196308
-124.153255,41.129997
-112.806613,53.701175
-105.603897,57.105597
-121.771267,38.11947
-122.608201,45.359129
-114.126609,51.053981
-106.388886,53.924422
-122.662487,49.301401
-123.014936,48.535451
-122.563598,45.395676
-122.332384,48.620051
-122.605505,47.80282
-122.834051,45.491168
-121.289852,51.641249
-123.951282,46.206036
-122.657642,45.415604
-125.181841,48.787083
-123.142478,49.284172
-107.806633,49.302437
-106.71012,52.171814
-116.389511,43.685825
-121.820358,44.6323
-124.398059,48.559412
-117.004285,43.820718
-161.231095,60.843705
-123.419839,43.256618
-124.165999,47.138626
-122.93783,44.789117
-115.479535,40.173377
-114.036931,51.156875
-121.218072,44.073458
-114.485704,49.763308
-125.17624,48.851475
-116.357244,43.689765
-124.079633,41.151797
-117.921219,51.08578
-107.783832,50.280293
-123.93525,49.167737
-124.044166,49.634446
-124.229142,48.880395
-123.156218,48.797581
-123.046669,48.611503
-114.036268,50.839842
-118.211528,37.083209
-124.790064,49.143839
-125.117247,48.853769
-114.168667,46.043525
-117.279472,48.205692
-124.018443,46.99269
-117.662983,49.341774
-124.058144,48.422429
-122.22435,48.822237
-123.211411,48.411046
-124.017002,41.372566
-134.699983,58.37057
-123.39119,48.892508
-122.802755,45.47797
-123.696537,48.217558
-119.091193,46.219399
-119.1919,51.4719
-122.911934,49.241416
-123.060242,49.290133
-114.110474,50.926842
-123.588549,48.834646
-126.764888,50.582881
-121.721942,37.887785
-119.99588,39.510299
-135.81387,63.793724
-121.68886,37.98118
-123.487695,48.950313
-110.978911,45.483868
-120.475525,47.099888
-125.701958,49.040887
-121.898561,39.491312
-111.750458,40.288648
-121.783853,38.061456
-122.627717,45.43153
-123.787881,48.083106
-128.188018,50.796226
-114.005945,51.031169
-117.813501,46.631641
-121.505105,38.591927
-148.878391,61.478146
-121.788828,43.76988
-116.281674,43.662303
-114.020889,51.04565
-122.005097,46.115228
-111.495962,45.93444
-122.203651,47.511131
-121.657645,41.028118
-118.793342,45.671407
-123.030899,49.055728
-117.659074,46.312295
-120.050526,38.336795
-120.782952,42.951222
-113.776938,49.062573
-121.496536,38.121951
-122.243692,47.75473
-125.527562,48.929705
-117.787109,52.862939
-129.988719,54.302111
-122.601522,46.648766
-123.125258,44.044845
-123.004962,38.472253
-116.353962,43.678683
-128.203198,60.437758
-126.857151,50.013814000000004
-111.470812,40.482475
-123.8301,40.229047
-122.054259,47.564657
-121.316272,44.04749
-163.881602,62.903423
-111.944028,41.781731
-122.72188,46.650186
-127.906839,50.874561
-122.342376,43.667358
-112.881225,42.768483
-114.013153,48.080547
-122.854709,39.099733
-123.432562,48.757031
-116.894186,52.064677
-124.032915,41.822044
-121.526017,45.71723
-121.919087,49.18674
-123.21329,49.218919
-118.054624,52.880876
-135.342301,57.05148
-126.610445,50.605309
-121.28413,38.889431
-124.082528,40.831245
-122.511047,47.306922
-122.946687,49.237838000000004
-107.790928,50.289866
-124.453602,48.530134
-124.349965,48.585005
-122.220691,47.838872
-125.37983,48.890725
-123.962544,49.23359
-122.591225,48.796813
-121.50394,38.604694
-122.214672,47.500887
-122.208821,47.432639
-124.82815,49.254253
-118.535637,46.560626
-121.977647,47.693081
-113.931084,50.467133
-122.673138,38.998737
-123.200825,49.126481
-122.810866,45.51168
-122.168535,48.826109
-112.880012,49.670632
-135.394475,57.114119
-122.071853,48.946772
-123.40851,48.446212
-125.116476,48.78879
-110.86873,40.817689
-123.554135,42.551639
-125.875953,49.187288
-106.604195,52.218905
-122.634521,45.518969
-114.242714,50.684011
-122.520615,44.761727
-113.846275,48.646286
-124.008064,41.21167
-127.874939,51.772014
-124.106384,43.775344
-134.288213,58.273164
-121.553774,38.477634
-107.814984,50.242857
-124.024965,44.627211
-125.15483,48.825245
-123.890107,46.164355
-124.920858,49.333184
-148.866028,61.47098
-123.318628,44.571481
-122.965122,49.234966
-122.126335,47.663459
-125.590783,48.953655
-108.470905,45.795755
-122.180798,47.768824
-122.826072,49.084679
-111.958695,47.085027
-122.857147,45.033964
-116.742608,43.453674
-114.014143,51.280759
-123.462837,48.426562
-114.143499,50.990544
-122.660584,45.47007
-120.151821,48.536504
-106.416383,54.025577
-124.936641,49.746772
-121.706362,38.089267
-123.472026,48.486292
-109.27972,46.97866
